pathway	external_id	source	hgnc_symbol_ids
Fc epsilon RI signaling pathway - Homo sapiens (human)	path:hsa04664	KEGG	IL5,VAV2,PIK3CD,HRAS,MAP2K4,GAB2,MAP2K1,MAPK14,MAP2K2,AKT2,AKT3,MAPK10,MAPK11,MAPK12,MAPK13,MS4A2,FCER1G,FCER1A,PIK3CA,PIK3CB,NRAS,VAV1,PIK3CG,MAPK3,PIK3R5,MAPK1,PIK3R3,PIK3R2,PIK3R1,MAPK8,MAPK9,LCP2,LYN,RAC2,RAC3,RAC1,PRKCA,MAP2K7,PRKCB,PRKCE,PRKCD,PLCG2,TNF,PLA2G4E,PLA2G4B,PLA2G4A,PLA2G4C,PLA2G4F,RAF1,KRAS,FYN,MAP2K3,INPP5D,SOS2,SOS1,AKT1,SYK,VAV3,IL13,PLCG1,CSF2,JMJD7-PLA2G4B,IL4,GRB2,IL3,PLA2G4D,LAT,PDPK1,BTK,MAP2K6
Fc gamma R-mediated phagocytosis - Homo sapiens (human)	path:hsa04666	KEGG	PPAP2C,PPAP2B,CRKL,AKT1,AKT2,AKT3,FCGR1A,GSN,PPAP2A,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PLA2G6,MARCKS,LYN,INPP5D,PLD1,PLD2,SYK,ARPC1B,ARPC1A,LAT,PAK1,DOCK2,GAB2,DNM2,CRK,PIK3R5,PIK3R3,PIK3R2,PIK3R1,ARPC3,ARPC2,ARPC5,ARPC4,HCK,AMPH,VAV1,VAV3,VAV2,CDC42,MYO10,NCF1,RAF1,PLA2G4A,RPS6KB1,ARF6,RPS6KB2,MAPK3,MAPK1,MARCKSL1,PRKCE,WAS,PIP5K1C,PIP5K1B,PIP5K1A,ARPC5L,MAP2K1,ASAP1,ASAP2,ASAP3,SPHK2,SPHK1,LIMK2,LIMK1,FCGR3A,PLCG2,PLCG1,WASL,BIN1,WASF1,WASF2,WASF3,RAC2,RAC1,PRKCA,PRKCB,FCGR2B,PRKCD,PRKCG,FCGR2A,CFL2,CFL1,PLA2G4B,VASP,PLA2G4F,PLA2G4E,PLA2G4D,INPPL1,PTPRC,SCIN
TGF-beta signaling pathway - Homo sapiens (human)	path:hsa04350	KEGG	TGFB1,TGFB2,TGFB3,ACVR1,SMAD1,ACVR1C,ACVR2A,SMAD4,ZFYVE16,SMAD6,SMAD7,ACVR2B,PPP2R1B,ROCK1,PPP2R1A,BMPR1A,BMPR1B,FST,SMAD5,PITX2,RPS6KB2,ACVR1B,RBL1,SMURF1,AMH,SMURF2,SMAD9,LTBP1,INHBA,AMHR2,GDF7,GDF6,GDF5,THBS1,MAPK3,INHBB,MAPK1,INHBE,NODAL,MYC,CUL1,BMP8A,CDKN2B,TGFBR2,TGFBR1,PPP2CB,INHBC,BMP8B,RPS6KB1,IFNG,SP1,LEFTY2,E2F5,LEFTY1,SMAD3,BAMBI,E2F4,SMAD2,TFDP1,RHOA,EP300,BMP7,BMP6,BMP5,BMP4,BMP2,ZFYVE9,PPP2CA,ID4,NOG,ID2,ID3,ID1,SKP1,CHRD,BMPR2,CREBBP,DCN,RBX1,TNF
Arginine and proline metabolism - Homo sapiens (human)	path:hsa00330	KEGG	AOC1,SAT1,SAT2,GAMT,CKB,CKM,LAP3,ALDH7A1,SMS,DAO,CKMT1B,P4HA2,P4HA3,P4HA1,PYCR2,PYCR1,ODC1,CARNS1,L3HYPDH,SMOX,PRODH2,GATM,GOT2,ALDH18A1,GOT1,AMD1,NOS1,NOS2,NOS3,CKMT1A,SRM,ALDH9A1,AGMAT,ALDH1B1,CNDP1,CNDP2,HOGA1,ALDH4A1,PYCRL,CKMT2,ARG1,ARG2,ALDH2,AZIN2,PRODH,MAOB,MAOA,OAT,ALDH3A2
Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	path:hsa00130	KEGG	TAT,COQ6,VKORC1L1,VKORC1,NQO1,GGCX,COQ5,COQ7,HPD,COQ3,COQ2
Pertussis - Homo sapiens (human)	path:hsa05133	KEGG	RELA,CALML5,IRF8,IL23A,IL12B,IL12A,C1QB,MAPK14,SERPING1,MAPK10,MAPK11,MAPK12,MAPK13,CALML6,IL1A,IL1B,GNAI2,GNAI3,GNAI1,TICAM1,TICAM2,CALM2,CALM3,NLRP3,CALM1,C4BPA,C4BPB,JUN,MAPK3,MAPK1,NOD1,C4A,C4B,SFTPA1,C3,SFTPA2,MAPK8,MAPK9,IRAK4,ITGAM,ITGB1,NOS2,ITGB2,TRAF6,FOS,IRAK1,ITGA5,TNF,CFL2,CFL1,PYCARD,LY96,RHOA,C2,IRF3,CASP7,IRF1,MYD88,CXCL5,CASP3,CASP1,IL10,CXCL8,TIRAP,C1QC,NFKB1,C1QA,IL6,CALML3,CD14,C5,TLR4,C1S,C1R,CXCL6
Salmonella infection - Homo sapiens (human)	path:hsa05132	KEGG	ACTG1,LBP,RELA,IFNG,CXCL1,CXCL3,CXCL2,CXCL8,ARPC1A,CSF2,TLR4,TLR5,KLC1,KLC2,KLC3,KLC4,CCL3L1,CCL3,CCL4,RILP,IFNGR1,IFNGR2,JUN,MYD88,RAB7B,RAB7A,FOS,ARPC3,ARPC2,ARPC5,ARPC4,DYNC1LI1,DYNC1LI2,RHOG,ACTB,CCL3L3,PFN1,CD14,PFN3,PFN4,FLNA,FLNB,FLNC,MYH10,MYH14,MAPK14,MAPK10,MAPK11,MAPK12,MAPK13,IL1A,IL1B,DYNC2H1,MYH9,MAPK3,MAPK1,NFKB1,MAPK8,MAPK9,PLEKHM2,WAS,IL18,TJP1,CCL4L1,CCL4L2,ARPC5L,IL6,CDC42,ARPC1B,WASL,NLRC4,WASF1,WASF2,DYNC1I1,DYNC1I2,PFN2,PYCARD,NOS2,RAC1,PKN1,PKN3,PKN2,DYNC1H1,CASP1,ROCK1,ROCK2
Pyrimidine metabolism - Homo sapiens (human)	path:hsa00240	KEGG	NME1-NME2,UPRT,POLR3F,POLR3G,POLR3D,POLR3E,DCTPP1,POLR3C,POLR3A,UPB1,POLR3K,POLR3H,DCK,PRIM1,PRIM2,ENTPD6,ENTPD5,ENTPD4,ENTPD3,ENTPD1,AK9,POLR3GL,ENTPD8,NME4,NME5,NME6,NME7,NME1,NME2,UCKL1,DHODH,NME3,POLR3B,POLR1A,POLR1B,POLR1C,POLR1D,POLR1E,NT5M,NT5C,DCTD,NT5E,RRM2B,TXNRD2,TXNRD3,TXNRD1,UMPS,UCK1,NUDT2,UCK2,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,POLR2C,TK1,POLR2L,POLR2I,POLR2H,POLR2K,POLR2J,POLE4,POLE3,POLE2,TK2,POLR2J2,POLR2J3,POLR2B,POLE,CTPS2,CTPS1,NT5C3A,NT5C3B,POLD1,POLD2,POLD3,POLD4,DUT,NT5C1B-RDH14,ZNRD1,CDA,POLA2,POLA1,PNPT1,RRM2,RRM1,CAD,DPYD,CMPK1,CMPK2,ITPA,DPYS,NT5C1B,NT5C1A,DTYMK,NT5C2,TWISTNB,UPP2,UPP1,PNP,TYMS,TYMP,CANT1
Glycolysis / Gluconeogenesis - Homo sapiens (human)	path:hsa00010	KEGG	PCK2,PCK1,LDHC,FBP2,BPGM,ALDH3A2,ALDH3A1,LDHAL6B,GAPDH,G6PC3,LDHAL6A,ALDOA,PGAM4,AKR1A1,PGAM2,FBP1,ADPGK,PGAM1,PGK1,ALDH1A3,PKLR,ALDOB,HKDC1,PFKP,PFKM,PFKL,HK3,PDHB,PGK2,GCK,LDHB,PKM,PDHA2,ALDH3B2,ALDH3B1,PDHA1,GPI,DLD,HK2,ACSS2,ACSS1,HK1,GAPDHS,PGM2,PGM1,ENO1,ENO2,DLAT,ALDH9A1,ALDH7A1,ALDH1B1,GALM,ALDOC,G6PC2,ADH7,ADH6,ADH5,ADH4,G6PC,TPI1,ALDH2,LDHA,ENO3,ADH1C,ADH1B,ADH1A,MINPP1
Fructose and mannose metabolism - Homo sapiens (human)	path:hsa00051	KEGG	GMDS,TIGAR,TPI1,FBP1,FBP2,PMM2,PMM1,FUK,ENOSF1,AKR1B10,HKDC1,PFKP,PFKM,KHK,HK2,HK3,HK1,GMPPA,GMPPB,SORD,FPGT,ALDOA,ALDOC,ALDOB,PFKL,PFKFB1,PFKFB3,PFKFB2,PFKFB4,MPI,TSTA3,AKR1B1
Renal cell carcinoma - Homo sapiens (human)	path:hsa05211	KEGG	TGFB1,TGFB2,TGFB3,CRKL,TCEB2,TCEB1,RAP1B,RAP1A,GAB1,CDC42,VHL,AKT2,AKT3,ARAF,RAPGEF1,FH,CRK,PIK3CG,RAF1,TGFA,CREBBP,PIK3CA,PIK3CB,NRAS,PIK3CD,MAPK3,PIK3R5,ETS1,PIK3R3,PIK3R2,PIK3R1,EPAS1,HRAS,CUL2,FLCN,PDGFB,RAC1,JUN,VEGFA,HIF1A,RBX1,HGF,AKT1,EP300,ARNT2,KRAS,EGLN3,EGLN2,EGLN1,SOS2,SOS1,ARNT,PTPN11,MAP2K1,SLC2A1,MAP2K2,MET,GRB2,BRAF,PAK4,MAPK1,PAK6,PAK7,PAK1,PAK2,PAK3
Legionellosis - Homo sapiens (human)	path:hsa05134	KEGG	HSF1,HSPA2,CXCL2,VCP,HSPA6,CR1,EEF1A1,EEF1A2,NFKBIA,IL12B,IL12A,HSPA1B,HSPA1A,NLRC4,IL1B,HSPA1L,IL6,BCL2L13,ARF1,HSPD1,CXCL8,C3,NFKB1,NFKB2,HBS1L,APAF1,CXCL1,ITGB2,SEC22B,RAB1A,RAB1B,NAIP,HSPA8,TNF,CYCS,PYCARD,SAR1A,SAR1B,RELA,BNIP3,IL18,CASP7,CXCL3,MYD88,CASP3,CASP1,EEF1G,CASP8,CASP9,TLR2,CD14,ITGAM,TLR4,TLR5,CLK1
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis - Homo sapiens (human)	path:hsa00563	KEGG	PGAP1,GPLD1,DPM2,PIGA,PIGB,PIGC,PIGF,PIGG,PIGH,PIGK,PIGL,PIGM,PIGN,PIGO,PIGP,PIGQ,PIGS,PIGT,PIGU,PIGV,PIGW,PIGX,PIGY,PIGZ,GPAA1
Inositol phosphate metabolism - Homo sapiens (human)	path:hsa00562	KEGG	OCRL,TPI1,PI4KB,PI4KA,PLCZ1,IPMK,PLCB3,PLCG2,PLCG1,MIOX,PI4K2B,PI4K2A,CDIPT,ALDH6A1,ITPKA,INPPL1,PIK3CA,PIK3CB,PIK3CD,INPP4B,INPP4A,PIK3CG,PLCH2,ITPKC,PLCH1,SYNJ1,SYNJ2,MTMR7,MTMR6,MTMR4,PIP4K2A,PIP5KL1,MTMR1,PIP4K2B,ITPK1,PLCB1,PLCB2,MTMR14,PLCB4,ISYNA1,PIKFYVE,MTM1,MTMR8,IMPA1,PIK3C2A,PIK3C2G,PLCD3,PLCD4,PLCD1,ITPKB,PIK3C3,IPPK,INPP5A,INPP5B,INPP1,INPP5D,INPP5E,PIK3C2B,PIP5K1C,MTMR3,PIP5K1A,INPP5K,IMPA2,MTMR2,PTEN,PIP4K2C,PLCE1,PIP5K1B,IMPAD1,MINPP1,INPP5J
Glycerolipid metabolism - Homo sapiens (human)	path:hsa00561	KEGG	GK2,AGK,PPAP2B,PPAP2A,ALDH3A2,GLA,GPAT4,MGLL,DGKQ,MBOAT2,MBOAT1,AKR1A1,PNLIP,DGAT2,PPAP2C,PNLIPRP1,PNLIPRP3,AKR1B10,LPIN2,LPIN3,LPIN1,DGAT1,CEL,PNPLA3,PNPLA2,DGKH,DGKI,LCLAT1,DGKB,DGKA,PNLIPRP2,DGKD,DGKE,DGKK,LIPC,DGKZ,ALDH2,LIPG,LIPF,GPAT3,GPAM,GPAT2,LPL,MOGAT2,ALDH9A1,MOGAT1,ALDH1B1,AKR1B1,GK,ALDH7A1,GLYCTK,TKFC,DGKG,AGPAT5,AGPAT4,AGPAT3,AGPAT2,AGPAT1,MOGAT3
Ether lipid metabolism - Homo sapiens (human)	path:hsa00565	KEGG	AGPS,PPAP2C,PPAP2B,PPAP2A,UGT8,PLA2G2F,PLA2G1B,GAL3ST1,TMEM86B,PLA2G12B,PLA2G12A,PLA2G6,PLA2G7,LPCAT4,CHPT1,LPCAT2,PLA2G3,LPCAT1,PLA2G4D,ENPP6,PLA2G4E,ENPP2,PAFAH2,PLA2G2A,PLA2G2C,PLA2G2E,PLA2G2D,PLB1,PLA2G4C,PLA2G4B,PLA2G4A,PAFAH1B1,PLA2G4F,PAFAH1B3,PAFAH1B2,PLD4,PLA2G5,PLA2G16,PLA2G10,PLD1,PLD2,PLD3,JMJD7-PLA2G4B,CEPT1,EPT1
Glycerophospholipid metabolism - Homo sapiens (human)	path:hsa00564	KEGG	PPAP2C,PPAP2B,PPAP2A,LYPLA1,LYPLA2,GPAT4,GPAT3,GPAT2,GPAM,DGKH,TAZ,PLA2G6,PLA2G5,PLA2G3,LPCAT3,PCYT1A,PHOSPHO1,PCYT2,GNPAT,PLD4,PCYT1B,PLD1,PLD2,PLD3,EPT1,ETNPPL,PLA2G1B,PGS1,CHKA,CHKB,PLA2G12B,PLA2G12A,PNPLA7,PNPLA6,ADPRM,PLA2G15,PLA2G16,PLA2G10,PISD,CRLS1,GPD1L,PTDSS1,PTDSS2,LCLAT1,MBOAT2,MBOAT1,MBOAT7,CHAT,CDIPT,CHPT1,GPCPD1,PLA2G2A,PLA2G2C,PLA2G2E,PLA2G2D,PLA2G2F,ACHE,CDS1,CDS2,JMJD7-PLA2G4B,AGPAT5,AGPAT4,AGPAT3,AGPAT2,AGPAT1,LCAT,GPD1,GPD2,LPGAT1,DGKZ,LPIN2,LPIN3,LPIN1,DGKQ,DGKK,LPCAT4,DGKI,LPCAT2,ETNK2,ETNK1,LPCAT1,DGKB,DGKA,DGKG,DGKD,DGKE,PLB1,PLA2G4C,PLA2G4B,PLA2G4A,PLA2G4F,PLA2G4E,PLA2G4D,PEMT,CEPT1
Acute myeloid leukemia - Homo sapiens (human)	path:hsa05221	KEGG	PIK3CD,HRAS,MAP2K1,IKBKB,AKT1,BAD,AKT3,RUNX1T1,IKBKG,RPS6KB2,RAF1,FLT3,RARA,CEBPA,SPI1,STAT3,ZBTB16,CCNA1,PIK3CA,PIK3CB,NRAS,PIK3R5,PIK3CG,MAPK3,JUP,MAPK1,PIK3R3,PIK3R2,PIK3R1,PML,RUNX1,MYC,TCF7,PIM2,PIM1,CHUK,PPARD,MTOR,NFKB1,LEF1,RELA,KRAS,SOS2,SOS1,MAP2K2,CCND1,TCF7L1,TCF7L2,KIT,AKT2,STAT5B,STAT5A,GRB2,EIF4EBP1,BRAF,ARAF,RPS6KB1
Synaptic vesicle cycle - Homo sapiens (human)	path:hsa04721	KEGG	STX1A,ATP6V1D,SLC17A7,ATP6V1A,DNM3,SLC32A1,UNC13A,ATP6V1H,STXBP1,ATP6V1C2,ATP6V1F,CLTA,CLTC,CLTB,RAB3A,SLC18A1,AP2B1,TCIRG1,AP2S1,CACNA1A,CACNA1B,DNM2,NSF,AP2M1,NAPA,ATP6V1B1,ATP6V0D1,RIMS1,ATP6V0A1,ATP6V0B,ATP6V0C,ATP6V0E1,ATP6V1G1,SNAP25,STX1B,CPLX2,CPLX3,DNM1,CPLX1,UNC13B,ATP6V0D2,CPLX4,AP2A2,CLTCL1,ATP6V1B2,ATP6V0E2,VAMP2,SLC17A8,SYT1,STX3,STX2,ATP6V1E1,ATP6V1E2,ATP6V0A4,ATP6V1G3,ATP6V1G2,ATP6V0A2,SLC18A3,AP2A1,ATP6V1C1,SLC18A2,SLC17A6,UNC13C
Long-term potentiation - Homo sapiens (human)	path:hsa04720	KEGG	PPP3R2,PPP3R1,GRIA2,HRAS,GRIA1,RAP1B,RAP1A,MAP2K2,MAP2K1,PLCB3,ARAF,RAPGEF3,PRKX,RAF1,PPP1R1A,EP300,CALM2,CALM3,CALM1,PPP1CC,CACNA1C,NRAS,CAMK4,PRKCA,MAPK1,GRM5,GRIN1,MAPK3,PLCB1,PLCB2,PRKCB,PLCB4,CAMK2D,CAMK2G,CAMK2A,CAMK2B,PRKCG,ATF4,ITPR2,ITPR3,ITPR1,KRAS,RPS6KA1,RPS6KA2,RPS6KA3,PPP1CB,GNAQ,RPS6KA6,PPP1CA,CALML3,ADCY8,CALML6,CALML5,GRM1,GRIN2B,GRIN2C,PRKACG,GRIN2A,PRKACA,BRAF,GRIN2D,PRKACB,PPP3CA,PPP3CB,PPP3CC,CREBBP,ADCY1
Retrograde endocannabinoid signaling - Homo sapiens (human)	path:hsa04723	KEGG	PTGS2,CACNA1A,CACNA1B,CACNA1C,GNG10,GNG11,CACNA1F,GNG13,CACNA1S,GABRR2,FAAH,ABHD6,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,ADCY8,ADCY9,GNG7,GNG4,GNG5,GNG2,GNG3,SLC17A6,GNG8,MAPK11,GABRG3,GABRG2,GABRG1,GRIA1,GRIA4,GABRA1,GRM5,GABRA2,GRM1,PLCB1,PLCB2,PLCB3,PLCB4,ITPR2,ITPR3,ITPR1,GNAQ,GABRQ,GABRP,GABRE,GABRD,GABRR1,SLC32A1,GABRR3,NAPEPLD,MAPK14,MAPK10,GNG12,MAPK12,MAPK13,GABRA5,GABRA4,GABRA6,GNAI2,GNAI3,GABRA3,GNAI1,CNR1,MAPK3,GRIA2,MAPK1,GRIA3,GNAO1,MAPK8,MAPK9,RIMS1,DAGLA,DAGLB,GNB5,GNB4,GNB1,GNB3,GNB2,GABRB1,GABRB2,GABRB3,KCNJ3,SLC17A8,KCNJ6,KCNJ5,KCNJ9,SLC17A7,PRKACG,PRKACA,PRKACB,MGLL,PRKX,PRKCA,PRKCB,PRKCG,CACNA1D,GNGT2,GNGT1
Neurotrophin signaling pathway - Homo sapiens (human)	path:hsa04722	KEGG	CRKL,IKBKB,AKT1,AKT2,AKT3,RAPGEF1,BDNF,CALM2,CALM3,CALM1,MAP3K3,PIK3CB,MAP3K1,PIK3CD,CAMK4,NTRK2,NTRK3,IRAK2,IRAK3,RELA,IRAK1,IRAK4,SHC4,SHC1,SHC2,SHC3,CAMK2D,CAMK2G,CAMK2A,CAMK2B,FASLG,RAP1A,KRAS,MAGED1,PTPN11,GSK3B,GRB2,ZNF274,NGF,NFKBIB,HRAS,NFKBIA,FRS2,CRK,MAPKAPK2,JUN,PIK3R5,PIK3R3,PIK3R2,PIK3R1,RHOA,RPS6KA1,RPS6KA2,RPS6KA3,TP53,RPS6KA5,RPS6KA6,CALML3,MAP3K5,GAB1,CALML6,CALML5,PRDM4,PIK3CA,SORT1,MATK,MAP2K1,RAP1B,IRS1,NTRK1,MAPK14,MAPK10,MAPK11,MAPK12,MAPK13,ABL1,PIK3CG,RAF1,PSEN2,PSEN1,MAPK3,MAPK1,MAPK7,NFKB1,MAPK8,MAPK9,NTF3,NTF4,KIDINS220,SH2B2,SH2B3,SH2B1,NFKBIE,SOS2,SOS1,MAP2K2,BAD,TP73,CDC42,BAX,FOXO3,PLCG2,PLCG1,RIPK2,MAP2K7,NGFR,MAP2K5,NRAS,ARHGDIG,ARHGDIB,ARHGDIA,YWHAE,TRAF6,RAC1,PRKCD,ATF4,NGFRAP1,BRAF,PDPK1,BCL2
Central carbon metabolism in cancer - Homo sapiens (human)	path:hsa05230	KEGG	PDGFRB,PDGFRA,SLC1A5,MAP2K1,PIK3CD,HRAS,SLC7A5,TIGAR,HIF1A,AKT1,AKT2,AKT3,PGAM2,SCO2,PGAM1,NTRK3,RAF1,FLT3,GLS,PTEN,HKDC1,PIK3CA,PIK3CB,NRAS,NTRK1,PIK3CG,PDHA2,MAPK3,PFKM,PFKL,PIK3R3,PIK3R2,PIK3R1,HK3,PDHB,FGFR1,SIRT3,LDHA,PKM,ERBB2,PDHA1,SIRT6,HK2,EGFR,IDH1,HK1,FGFR3,MTOR,RET,PIK3R5,FGFR2,MYC,KRAS,GCK,TP53,PFKP,MAP2K2,SLC16A3,G6PD,SLC2A2,SLC2A1,KIT,PDK1,MET,MAPK1,PGAM4,GLS2
Choline metabolism in cancer - Homo sapiens (human)	path:hsa05231	KEGG	PPAP2C,PPAP2B,PPAP2A,LYPLA1,AKT1,AKT2,AKT3,EGF,PIK3CA,PIK3CB,PIK3CD,PIK3CG,SP1,KRAS,PCYT1A,PCYT1B,PLD1,PLD2,GRB2,MAPK1,PDGFA,HRAS,PDGFB,HIF1A,SLC44A3,RAC2,CHKA,CHKB,SLC44A5,RAF1,JUN,PIK3R5,PIK3R3,PIK3R2,PIK3R1,FOS,JMJD7-PLA2G4B,SLC22A4,SLC22A5,EIF4EBP1,SLC22A1,SLC22A2,SLC22A3,PDGFD,PDGFRB,PDGFRA,MAPK10,TSC2,TSC1,RPS6KB1,RPS6KB2,MAPK3,CHPT1,MAPK8,MAPK9,GPCPD1,RALGDS,MTOR,WAS,SOS2,SOS1,PIP5K1C,PIP5K1B,PIP5K1A,MAP2K1,RHEB,EGFR,MAP2K2,PLCG1,WASL,SLC5A7,DGKZ,WASF1,WASF2,WASF3,DGKQ,NRAS,DGKK,DGKH,DGKI,DGKB,DGKA,DGKG,DGKD,DGKE,SLC44A1,SLC44A2,PDGFC,SLC44A4,RAC3,RAC1,PRKCA,PRKCB,PRKCG,PLA2G4C,PLA2G4B,PLA2G4A,PLA2G4F,PLA2G4E,PLA2G4D,PDPK1
GABAergic synapse - Homo sapiens (human)	path:hsa04727	KEGG	SLC6A1,GNG13,CACNA1A,CACNA1B,CACNA1C,GNG10,GNG11,CACNA1F,GABARAP,SLC12A5,CACNA1S,SLC32A1,SLC38A5,SLC38A1,SLC38A3,SLC38A2,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,ADCY8,ADCY9,GNG7,GNG4,GNG5,GNG2,GNG3,GNG8,GABRG3,GABRG2,GABRG1,GLUL,GABBR1,GABBR2,GABRA6,GABRA1,GAD1,GABRA3,GNAI1,GPHN,GABRQ,GABRP,GABRE,GABRD,GABRR1,GABRR2,GABRR3,GNG12,GABRA5,GABRA4,GLS,GNAI2,GNAI3,GAD2,GABRA2,GNAO1,SLC6A13,SLC6A11,SRC,GNB5,GNB4,GNB1,GNB3,GNB2,GABRB1,GABRB2,GABRB3,KCNJ6,PRKACG,PRKACA,PRKACB,GLS2,TRAK2,ABAT,PRKX,GABARAPL1,GABARAPL2,NSF,PRKCA,PRKCB,PRKCG,PLCL1,CACNA1D,HAP1,GNGT2,GNGT1
Serotonergic synapse - Homo sapiens (human)	path:hsa04726	KEGG	PTGS2,PTGS1,SLC6A4,ARAF,RAPGEF3,CACNA1A,CACNA1B,CACNA1C,GNG10,GNG11,CACNA1F,GNG13,CACNA1S,CYP2C9,ALOX5,HTR6,HTR7,HTR4,KCNN2,CYP4X1,KRAS,ADCY5,APP,GNG7,GNG4,GNG5,GNG2,GNG3,GNG8,HTR5A,GNAO1,HRAS,CYP2D6,RAF1,PRKACG,HTR2A,HTR2C,HTR2B,HTR3B,PLCB1,PLCB2,PLCB3,PLCB4,PRKACB,ITPR2,ITPR3,ITPR1,CYP2C18,GNAQ,GNAS,JMJD7-PLA2G4B,MAOB,MAOA,SLC18A2,SLC18A1,CYP2J2,CACNA1D,DDC,TRPC1,GNG12,GNAI2,GNAI3,GNAI1,MAPK3,MAPK1,ALOX12B,GNB5,GNB4,GNB1,GNB3,GNB2,GABRB1,GABRB2,GABRB3,KCNJ3,CYP2C8,KCNJ6,KCNJ5,DUSP1,KCNJ9,MAP2K1,HTR3D,HTR3E,PRKACA,HTR3C,HTR3A,ALOX15,ALOX12,PRKX,NRAS,BRAF,KCND2,PRKCA,PRKCB,PRKCG,TPH1,TPH2,ALOX15B,PLA2G4C,PLA2G4B,PLA2G4A,PLA2G4F,PLA2G4E,PLA2G4D,CASP3,CYP2C19,GNGT2,GNGT1,HTR1D,HTR1E,HTR1F,HTR1A,HTR1B
Dopaminergic synapse - Homo sapiens (human)	path:hsa04728	KEGG	SLC6A3,PPP2R3B,PPP2R3C,PPP2R3A,AKT1,AKT2,AKT3,CALM2,CALM3,CALM1,CACNA1A,CACNA1B,CACNA1C,GNG10,GNG11,GNG12,GNG13,CAMK2D,PPP2R2D,CREB5,CAMK2G,CREB3,CAMK2A,CREB1,PPP2R2B,ADCY5,PPP2CA,KIF5A,KIF5B,KIF5C,GSK3A,GSK3B,GNG7,GNG4,GNG5,GNG2,GNG3,MAPK10,GNG8,PPP2CB,GRIA2,GNAO1,GRIA1,GRIA4,ARNTL,PPP1R1B,PLCB1,PLCB2,PLCB3,PLCB4,FOS,DDC,ITPR3,ITPR1,GNAQ,GNAS,CALML3,CALML6,CALML5,MAOB,MAOA,GNAL,PPP2R5E,SLC18A1,PPP2R5A,PPP2R5B,PPP2R5C,CLOCK,CACNA1D,MAPK14,ITPR2,ARRB2,MAPK11,MAPK12,MAPK13,GNAI2,GNAI3,GNAI1,GRIA3,MAPK8,MAPK9,GNB5,GNB4,GNB1,COMT,GNB3,GNB2,PPP2R2C,KCNJ3,KCNJ6,KCNJ5,KCNJ9,PRKACG,PRKACA,PRKACB,PPP2R1A,PPP2R1B,PRKX,CREB3L2,CREB3L1,TH,ATF4,GNGT1,PRKCA,PPP2R2A,PRKCB,PRKCG,PPP2R5D,CAMK2B,SLC18A2,PPP3CB,CALY,PPP1CB,PPP1CC,PPP1CA,DRD4,DRD5,DRD2,DRD3,DRD1,GRIN2B,CREB3L3,GRIN2A,GNGT2,CREB3L4,SCN1A,PPP3CA,ATF6B,PPP3CC,ATF2
Adherens junction - Homo sapiens (human)	path:hsa04520	KEGG	TCF7L1,ACTG1,SRC,SMAD4,EGFR,IGF1R,SMAD2,SMAD3,CTNNB1,PTPN6,WASL,CTNND1,SORBS1,FARP2,LEF1,PTPN1,YES1,ACP1,PVRL2,EP300,WASF1,WASF2,MET,MLLT4,FYN,MAP3K7,CSNK2A2,PVRL1,MAPK3,PVRL3,MAPK1,CSNK2A1,CDH1,NLK,CTNNA3,PVRL4,ERBB2,TGFBR2,TCF7,TGFBR1,RAC2,WASF3,IQGAP1,RAC1,RAC3,VCL,SSX2IP,PARD3,FER,SNAI2,RHOA,SNAI1,WAS,CTNNA1,CTNNA2,FGFR1,ACTN3,ACTN2,ACTN1,TJP1,ACTB,ACTN4,PTPRJ,INSR,TCF7L2,LMO7,PTPRF,PTPRB,BAIAP2,PTPRM,CSNK2B,CREBBP,CDC42
Melanoma - Homo sapiens (human)	path:hsa05218	KEGG	PDGFRB,PDGFRA,PDGFC,PIK3CD,CDKN1A,EGFR,IGF1R,MAP2K1,AKT1,BAD,CDKN2A,ARAF,MITF,RAF1,EGF,CDH1,TP53,PTEN,PIK3CA,PIK3CB,NRAS,FGF19,RB1,PIK3CG,MAPK3,PIK3R5,MAPK1,PIK3R3,PIK3R2,PIK3R1,FGF13,FGF12,FGF11,FGF10,FGF17,HRAS,FGF14,PDGFA,PDGFB,IGF1,PDGFD,FGF18,FGF7,FGFR1,FGF9,FGF8,HGF,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,KRAS,E2F3,E2F2,E2F1,MAP2K2,CCND1,AKT2,FGF16,MET,AKT3,MDM2,BRAF,CDK6,CDK4,FGF22,FGF23,FGF20,FGF21
Allograft rejection - Homo sapiens (human)	path:hsa05330	KEGG	HLA-F,CD40LG,HLA-C,HLA-B,HLA-A,HLA-G,IL12B,IL12A,HLA-E,HLA-DRA,CD80,CD86,HLA-DQB1,HLA-DPB1,CD28,IFNG,HLA-DRB3,HLA-DRB1,CD40,HLA-DRB4,HLA-DRB5,TNF,FASLG,PRF1,GZMB,IL10,IL4,IL5,IL2,HLA-DOA,HLA-DOB,FAS,HLA-DPA1,HLA-DMB,HLA-DQA1,HLA-DQA2,HLA-DMA
